	Month	Which	Gr	Nutr	Exp/Ref	Method	Ribose-P	OMP	"1,3-diphopshateglycerate"	3-hydroxy-3-methylglutaryl-CoA	3-phosphoglycerate	6-phospho-D-gluconate	acetyl-CoA	aconitate	adenosine	ADP	a-ketoglutarate	alanine	AMP	arginine	asparagine	aspartate	ATP	choline	citrate	citrate/isocitrate	citrulline	CTP	cyclic-AMP	cystathionine	cytidine	cytosine	dATP	dCTP	deoxyadenosine	deoxyguanosine	D-erythrose-4-phosphate	D-gluconate	D-glucono-delta-lactone-6-phosphate	D-glyceraldehdye-3-phosphate	dihydroorotate	dihydroxy-acetone-phosphate	D-sedoheptulose-7-phosphate	dTTP	FAD	FMN	"fructose-1,6-bisphosphate"	fumarate	glutamate	glutamine	glutathione	glutathione disulfide	glycerate	glycine	GMP	GTP	guanine	guanosine	hexose-phosphate	histidine	histidinol	hypoxanthine	inosine	isocitrate	leucine/isoleucine	lysine	malate	methionine	N-acetyl-glucosamine-1-phosphate	N-acetyl-glutamine	NAD+	NADH	NADP+	N-carbamoyl-L-aspartate	nicotinate	ornithine	orotate	pantothenate	phenylalanine	phenylpyruvate	proline	pyridoxine	pyruvate	quinolinate	riboflavin	S-adenosyl-L-methionine	serine	succinate	thiamine	threonine	"trans, trans-farnesyl diphosphate"	trehalose/sucrose	trehalose-6-phosphate	tryptophan	tyrosine	UDP-D-glucose	UDP-N-acetyl-glucosamine	uridine	UTP	valine	xanthine	Arginino-succinate	Carbamyl phosphate	CDP	dGDP	Dimethylglycine	Homoserine	Hydroxyphenylpyruvate	Lactate	N-acetyl-glutamate	Prephenic acid	PRPP
URA_0.310_filter_d	6	d	0.31	URA	exp	filter	79655.51181	201822.2526	4089.199732	300	4286.429656	33483.02744	13979.14727	29746.17579	1530.327505	31980.10666	53557.37996	122405.8861	9766.166122	122884.8602	7015.746736	77612.67123	150969.0568	1658.289048	68468.13107	574344.3922	381415.7605	23943.38256	1839.478737	1565.926897	450.8329475	463.7477822	7165.1142	1921.364004	482.6812379	300	1480.776907	5114.736284	2226.006126	6459.187158	717976.7123	165483.3084	112450.4566	7377.969597	1817.812259	1063.256526	161981.143	2412.004249	584348.7586	1445838.127	27813.28838	6637.707297	624.8394832	1419.89333	303.9337982	36976.26908	300	379.8479671	161094.6918	52364.98288	9947.056936	300	2213.048396	1283.283543	160554.1238	3179.618996	479308.4475	11630.91913	5941.644929	1115.211549	64794.54908	18435.99926	3948.373789	84271.22396	38408.19064	70312.65518	2677467.579	21882.37282	68435.14377	20347.31647	179374.3829	53342.64145	10800.25351	2917.704822	1372.396447	300	37027.49001	358654.2523	89323.57127	141420.0236	3485.957177	26258.99329	8981.139636	19818.94888	2571.542345	197624.3062	82675.57881	300	108602.4258	74356.73516	300	3986.563125	300	300	11042.64657	7263.482916	544.7699493	300	20278.85096	32406.32179	300	3069.002501
URA_0.310_pellet_a	6	a	0.31	URA	exp	pellet	58748.14794	88075.35152	5059.499995	300	18939.44855	9075.314331	1006.219934	48621.39384	702.1540661	7730.277761	28224.23452	91261.17758	3159.767119	93039.9292	14422.70889	80090.08789	19044.81709	5892.633502	11952.30319	98441.79383	324229.6388	2301.068178	300	1244.990873	325.0355933	726.1154313	9094.662984	300	300	300	300	2775.435892	3584.3448	3589.607303	171572.2656	44588.60778	82854.65495	1697.563427	300	300	66622.55248	5233.943622	706874.9023	1273556.348	19672.83427	3551.519394	541.7177198	964.0799683	300	6651.266734	468.2563136	869.0143583	144926.709	52353.94795	2030.839681	300	789.2399563	300	130679.9805	2696.293448	173788.09	4714.806366	3558.200138	1342.561082	39525.50048	4245.869573	300	43060.6547	10486.49114	43467.85278	670454.2969	6886.517334	50299.93489	1748.816014	116115.7837	22109.03473	2362.46767	498.7268969	401.956277	300	37107.5297	147929.9398	138477.8239	98152.38038	300	9502.747219	6446.745681	16609.34805	3018.49893	67693.26273	44585.75745	300	16298.22439	52368.74287	300	2409.085528	300	300	782.4503625	5175.292714	300	300	6186.911264	28041.74906	300	300
URA_0.310_pellet_c	6	c	0.31	URA	exp	pellet	64550.22177	117448.6464	3326.513695	300	17553.62142	10093.39167	2390.701548	45370.9615	414.8044839	11745.51582	29951.50452	110410.3984	4238.532892	166371.635	27349.78028	50149.16178	30138.75834	1297.293664	12399.46518	102621.6756	469851.237	3021.987216	300	1122.788255	367.4041547	675.0050667	4441.021538	300	300	300	314.9808094	2748.899078	2375.048128	5130.901083	252902.1241	51573.60534	75716.38184	1428.944334	300	364.7951902	105206.9967	6633.462636	428031.6081	1563256.966	17617.17988	2905.642872	369.4805734	1331.038618	300	5168.937619	300	300	139166.333	70370.64819	4167.51798	300	328.0928114	300	178438.4603	3359.423097	177757.1819	12535.52195	3348.805189	1718.575345	31710.08403	5870.093727	735.7046402	53767.66764	13745.00198	57824.91048	978846.6797	10342.59669	63992.22106	3203.665352	155122.7417	27786.56108	4775.142923	1679.21377	451.4761422	539.4018105	65225.87077	197462.1256	157758.7809	137021.0286	300	13012.5796	5847.662734	20247.09269	3525.148773	92854.27247	50018.32683	300	22919.16352	69515.18148	300	1239.318887	300	300	1499.267848	8557.843272	467.775098	300	11153.48867	14864.93123	300	300
PO4_0.056_filter_a	8	a	0.056	PO4	exp	filter	1729.52724	300	351.9493714	375.8930333	664.180061	306.0219149	2385.679835	25576.20133	42355.40799	11795.49603	88498.65081	79286.08881	4029.2992	294698.5615	11676.71534	27792.50496	13816.24876	26475.75025	430383.9583	3489060.556	8323.032457	1938.621003	817.2401938	8187.126429	59780.53076	18899.6875	595.2471562	300	1222.077443	3070.638563	1441.629387	3236.95917	300	300	2824.831582	6725.60609	4791.767424	1123.166165	2801.598307	300	1011.623206	424.0395592	615261.8252	684324.5633	40371.21838	20662.15247	1090.005832	300	470.573343	2565.583496	2405.02639	19720.41977	14920.49882	55848.43624	2124.377751	931.0064867	136401.2326	4600.798301	187702.0635	6565.958271	224931.0813	7645.5368	468.4352233	2957.023344	34791.38703	1901.69077	1059.31007	410.792464	11544.58799	23571.8626	5264.762448	11843.06981	138176.999	29867.46032	64240.50348	23142.95139	1756.421538	7523.571271	10265.1051	2123.904932	40224.15302	76182.32886	83651.52033	46007.48264	300	91330.4241	6746.123048	12694.90885	12055.11719	59160.80048	15803.54725	13726.8998	9756.657367	29979.1338	1300.670418	300	300	300	8350.290957	638.2342374	300	6693.222766	7198.76357	7637.158203	300	953.3884149
PO4_0.056_filter_c	8	c	0.056	PO4	exp	filter	1426.460602	300	484.5734415	316.0052435	368.0357889	334.6525554	2144.111344	35992.39813	102947.406	22104.64729	84647.37794	85500.35235	17129.13475	306940.5637	11559.85434	39468.93765	15434.2499	21863.11657	461281.4951	3358816.095	8237.009324	3418.623781	512.4903064	6652.422098	79022.90902	25423.08517	1167.173029	300	2510.456678	4789.98465	1972.03046	2335.149109	300	356.77109	3147.570801	9330.027701	3224.990027	1348.480205	1737.626618	300	915.9810284	372.340994	835515.9926	998669.8324	55932.82015	29934.22756	1173.283356	300	895.1818328	2573.953786	3414.209942	30947.77752	15508.65502	48608.40737	2928.539441	771.0014564	172903.2782	4405.797462	236288.6387	5096.111779	242248.2332	9211.762789	300	3559.316518	45899.04131	3465.85079	1511.350504	300	9456.0065	27256.83211	4022.667579	12364.46525	184607.8227	23603.89221	75499.78299	42309.84988	2395.7717	9158.952304	14274.77437	2556.787887	41661.45195	65759.23328	83372.78647	49119.42657	300	106965.6174	5822.215838	20401.64739	9750.821779	47551.56186	14034.10852	12760.3755	9341.969368	36642.933	898.9520402	634.5218864	300	410.9743643	9335.915167	1207.539877	300	2582.98671	7294.376817	5057.189752	300	821.7115131
PO4_0.056_pellet_b	8	b	0.056	PO4	exp	pellet	2333.408554	300	875.2728141	300	1848.24336	420.5443672	1135.270232	25469.86774	42601.80735	7622.36169	111491.4855	94223.10913	5829.403201	371774.298	16841.6235	33922.20477	4740.810494	25186.61331	458360.5526	3905163.949	10493.49454	1202.816098	300	9253.334821	69944.78745	18209.18181	1725.490492	300	1509.822569	3712.871828	719.4290712	2007.487112	300	948.3684598	1534.627677	6967.903293	7446.625908	300	588.3207652	300	1008.232774	1035.269032	748591.6212	1417175.317	48101.53703	21679.97091	1458.638774	300	300	645.8051016	3932.282644	16536.83197	32171.41785	81720.94092	1882.611239	616.7258065	150901.6135	6000.751353	223409.1429	7378.372853	224929.5686	6713.843304	300	4134.738734	24691.19254	300	440.5006685	445.6758478	8784.923076	25401.79461	6255.739783	11081.5504	172996.0711	6522.31463	76683.63902	26032.03196	1155.446614	3859.044791	5897.617505	1895.519467	46592.88808	64602.50935	192816.6723	56921.12207	300	106260.1761	8193.22563	19630.21895	13258.90936	55786.34511	33600.58665	14741.56096	4057.317496	38720.65571	632.6014978	300	300	300	2777.850719	300	300	300	3790.759327	3213.411458	300	392.7882535
PO4_0.056_pellet_d	8	d	0.056	PO4	exp	pellet	3252.813645	300	300	300	4840.069846	518.1585505	337.6669293	23522.7072	26834.74298	1781.454026	89755.6131	80039.37386	3041.713682	309053.6515	20870.9225	39745.83192	2231.03735	23556.66398	447632.3709	3581712.591	9658.321832	300	300	7649.966212	60903.5312	21979.75968	1299.470664	300	1899.587172	3672.469872	858.4341853	2225.211766	300	846.7901478	1247.36536	6751.35162	10460.86497	300	300	300	1618.817404	1313.200583	842944.95	1718663.632	64650.82652	17889.51611	2040.64309	300	300	454.4974341	3700.583815	15510.27266	29334.5781	60250.33967	2781.808428	1110.135595	150330.1687	5901.059446	193216.9214	6411.719283	178312.7151	6202.223804	412.6288022	3910.068589	18744.09321	300	407.3740118	300	6141.572016	27757.46999	2672.752579	9993.380603	144356.1651	6553.575245	74002.68201	17025.02052	1564.750693	540.7606911	4231.331646	1237.342182	40434.91848	55357.32424	165580.9047	60220.32522	300	107773.9145	12171.56823	17911.9774	10181.64292	32437.14971	27669.26164	14102.48917	1142.998073	37658.10972	860.8936929	433.1590538	300	300	1692.227716	709.727401	300	300	4218.584341	4289.036023	300	483.7246804
PO4_0.061_filter_a	8	a	0.061	PO4	exp	filter	1286.13766	300	528.6604667	410.3263462	527.4116732	537.145662	3174.455326	22486.84499	29334.00088	16466.02571	79146.51066	107159.2674	6257.228704	308250.8314	15726.04167	34567.39534	13536.54621	15697.54469	378082.1303	3170790.845	8652.400141	3256.78241	676.4853789	6650.439531	59579.00404	14567.43722	1832.841308	300	1153.326158	2310.751357	1225.076337	2940.692015	300	480.9306592	4246.552383	10062.27626	3868.64241	958.9479451	1433.104323	300	1184.236596	348.9423433	562887.7737	931006.0643	47393.98596	17035.01718	740.0179343	300	423.7347861	4197.006584	2138.307422	17015.42938	14404.27059	56142.63376	2091.429174	585.5580094	96012.80812	3496.835265	185478.0272	4907.096507	174164.8328	9876.564944	300	2968.705909	28292.70161	5527.940845	1258.442777	510.0798751	7134.611883	22244.76477	8112.748343	11173.25747	156155.0616	19942.51822	61560.5169	30210.17826	1842.611708	8761.364038	9431.182911	1780.121872	43418.92972	43056.33436	93560.65629	62121.50577	300	62399.26033	5169.718155	15145.67348	10653.4227	46098.57138	13396.41316	13479.97084	11688.56902	33325.24085	535.4340127	960.9860957	300	300	3675.554936	6220.677395	513.1505595	300	3654.261998	26229.92126	300	300
PO4_0.061_filter_c	8	c	0.061	PO4	exp	filter	1233.896437	300	338.2838162	300	613.6829	326.913583	2015.438269	25459.78271	57443.94594	15063.83496	96913.37406	69034.93322	7308.803728	259423.8088	11973.44749	38279.57276	13984.15616	12188.00214	421797.7104	3530548.35	6027.659762	2156.768215	1114.828176	7961.336183	73994.97218	27163.06596	1320.704454	300	1169.359616	3669.87216	1359.958359	1913.266183	300	432.0390858	3282.688657	6843.620599	3899.154049	932.1052376	907.809852	300	1174.011976	307.3935026	757381.25	964556.3119	61869.22698	17576.03845	957.817153	300	1121.643691	2582.824505	4382.476666	16880.55545	17078.29453	49300.05672	2514.335245	598.3514842	119841.579	4171.291319	221028.2333	4854.623121	190450.3713	10641.99799	340.9782038	2863.311505	31852.20194	1277.520188	1423.077574	300	10049.86947	17989.14952	5917.188465	11165.02552	189115.1918	25149.72089	59152.89683	41759.62124	1897.832063	5316.126574	12549.11046	1816.541373	36672.33395	59986.57436	79633.63757	48284.83782	300	70575.98109	6395.421599	16526.20958	11892.06438	46663.73569	12573.70404	12530.70725	10756.75923	47203.10824	633.7006361	1265.387841	300	331.6512598	3331.332816	5193.502191	413.513383	300	4561.35573	17434.47712	300	300
PO4_0.061_pellet_b	8	b	0.061	PO4	exp	pellet	2761.340802	300	1025.10662	300	6157.861977	360.1308657	300	16701.52214	13074.2913	2109.495257	71168.33331	73635.76634	2751.591006	233866.3929	18551.73735	40017.4747	2816.660156	15418.86198	436683.5476	3699647.619	6627.799291	300	300	5981.83268	39646.63542	11428.30209	2135.102632	300	656.3499377	1637.184105	1002.457194	2271.174898	300	334.0422	1784.536575	5420.125837	8739.310451	300	300	300	1167.44408	2058.762881	682531.3097	1314173.262	49054.56547	19417.03906	1737.359979	300	300	1118.583357	2453.676805	6975.239954	24923.59896	50951.87946	1932.263718	1001.842274	99804.5536	4720.987351	137238.2322	3842.508091	141578.1875	5702.658854	300	4448.972098	11458.24367	300	300	517.8435	8107.945686	16709.24033	3014.248791	7782.186571	99909.128	3516.311198	44312.35566	6241.507069	1728.998512	1589.761509	2077.791294	1162.858617	37639.67039	40039.44122	153564.122	50890.43899	300	56887.86458	8211.981771	10436.33594	8859.798366	28674.4561	18940.17243	15967.71447	816.6655737	30769.1183	627.4372063	390.7681721	300	300	1326.263184	6318.177152	579.5944326	300	4318.434563	30556.15659	300	444.1386625
PO4_0.061_pellet_d	8	d	0.061	PO4	exp	pellet	1961.75312	300	390.6348957	300	5139.159645	300	534.9502455	17586.10963	36218.90202	2896.561409	70480.72372	83051.34707	3591.970969	342863.8525	19945.87764	36669.78553	2667.149303	7926.162162	430559.5114	3395351.135	6020.219445	477.9683644	300	4743.169516	67160.13309	20877.8564	1822.574486	300	1411.417132	3819.179568	1347.079771	2754.278213	300	389.7786937	1703.437014	4894.699208	7165.834288	300	953.5999503	300	1014.994261	1757.524452	821879.2759	1574424.957	48714.6331	30799.01696	1762.737196	300	300	667.7527424	3565.250907	12814.61981	27224.17785	48381.87309	2796.098394	725.9623743	107124.7955	4327.469996	208107.7988	4952.337615	165417.6374	8075.308817	373.5916698	5150.258883	18113.67119	791.3765031	300	431.1940377	5338.148654	16616.07937	4442.377955	8796.931073	132887.8763	4602.241066	58692.19157	7228.334969	1004.904479	1353.825573	5428.049246	1809.013731	42983.45877	39072.63035	223169.4045	68119.31173	300	61280.9555	8616.07289	16772.8727	10864.49301	31253.20851	31726.00758	14551.41985	1922.798815	42809.90129	523.9551246	486.8852685	300	300	322.9356849	5753.619826	344.2391768	300	4256.290424	21168.06074	300	348.3358072
PO4_0.113_filter_a	8	a	0.113	PO4	exp	filter	4236.783935	300	798.7330756	300	704.03102	3198.827769	4665.493876	23639.42058	21409.55933	16696.17188	103514.0869	88042.251	5037.998759	280291.4453	14998.12256	40465.18799	18031.24084	8788.388469	433958.9323	3573175.208	9988.155313	5820.527954	1565.544917	5242.999573	33242.80924	8476.997681	2233.963114	1059.90338	2359.706319	2912.973989	619.6834946	5210.4658	300	1194.384829	7649.980875	18873.65356	11506.53524	3259.556325	3012.777303	306.4154467	4360.052287	435.7905608	684666.9531	751063.75	50638.99984	26234.04134	736.6603594	300	462.7315086	5744.882965	815.7224306	5247.666219	37665.76579	56027.12077	2568.794683	300	19074.07796	3252.3069	219243.0534	6833.588463	180146.5397	9791.672569	872.5041388	2163.673706	35604.10238	5400.18219	2585.504964	1027.09877	14718.88468	36649.36768	10630.57231	13122.44588	165212.5196	19386.18246	70297.972	30246.34033	2662.349243	1765.550054	9894.458006	963.8136294	48159.4515	31800.57048	149515.7683	55829.66146	300	39879.93001	7325.347288	14295.26611	10814.05049	80217.417	38831.12142	5476.085612	17064.27287	45880.65999	300	770.0648155	300	300	3709.24036	3688.229747	525.1149352	300	4252.024189	18229.9522	300	300
PO4_0.113_filter_c	8	c	0.113	PO4	exp	filter	3807.057426	300	900.3654268	724.5370465	599.321382	3084.245103	5543.050856	20419.31147	32328.95187	26274.23326	110727.3918	84812.37892	8799.674688	290624.927	13332.81665	40828.4924	22967.40976	8997.325134	475775.6635	4013436.199	9882.613038	7797.29621	924.697779	4587.952101	35853.12832	10677.69353	1541.11367	902.9977236	2605.390169	3841.836269	1696.754536	5061.669715	300	1077.11389	8460.937083	20992.86383	10622.04025	3984.728822	2212.656515	300	3633.268229	432.4868949	766814.0261	964925.2389	51997.80885	14817.05024	877.2132694	300	1523.750088	6439.026006	1575.628287	6840.799783	35862.00985	44849.17231	2106.229784	300	19605.09803	4138.219567	249611.7238	5328.976227	164585.2043	12998.42216	1420.131753	2413.127509	29110.69906	5964.170731	2229.936915	666.5657707	19654.13639	37705.01095	12158.90413	12610.65366	183780.8785	21582.3464	80069.8414	45233.09946	3478.18575	812.3536325	9512.429917	1578.660806	44666.47675	35582.58609	142953.4501	69091.67331	300	39461.77846	8521.486656	14476.98962	8010.002197	74758.77873	36318.51612	3180.778487	21379.93029	44042.21072	300	1031.266155	300	303.5366071	3644.880742	3693.928472	300	300	5325.138267	15691.18548	300	305.4743484
PO4_0.113_pellet_b	8	b	0.113	PO4	exp	pellet	6269.440334	300	690.2099435	300	2693.199725	2498.582919	2211.537264	19505.72371	15042.31771	10294.48455	66401.55021	59919.75759	6259.849136	250835.3021	13176.63647	32256.94331	7192.703393	6573.715984	404051.2107	3385128.098	11056.26875	1092.903986	428.1442159	4186.752751	16669.7477	4551.12245	1380.95571	300	1091.296051	2578.562834	764.439299	4357.479225	300	1509.014882	3754.294404	10157.64412	16082.05613	2601.919976	894.8930084	300	5792.341482	850.5241251	592131.6319	870553.3157	34977.61985	18211.79067	1018.77663	300	410.606966	1037.843736	655.410812	2202.011881	61986.96963	48610.11126	1723.450346	300	12734.27172	2880.460005	121448.2303	4615.447242	134323.5738	4023.86971	955.1282314	4070.829754	24813.14695	382.869218	928.3553361	1031.603439	6210.251691	27221.0174	6864.943623	9157.710073	84071.1033	4781.448125	42803.24498	15562.95846	819.2681812	408.6624597	2376.21755	1228.521159	23900.83988	29913.45509	276981.2391	47588.87571	300	37436.25109	10503.62624	7908.305555	7414.149759	76751.19026	97721.80958	4068.293466	7993.100665	24531.82196	300	300	300	300	601.0215509	3246.298642	300	300	2852.205636	21343.19717	300	379.8155067
PO4_0.113_pellet_d	8	d	0.113	PO4	exp	pellet	8107.32706	300	507.3385794	300	8778.567373	1818.382098	372.6339643	9847.247056	12907.01864	2248.542435	79735.13606	82410.74676	2647.598425	376132.277	19415.93127	47593.97465	2631.2108	9144.652746	452430.1643	3746015.141	19924.74417	300	301.0151432	3722.419273	32720.27857	11032.75267	1323.569973	300	2973.019366	3689.740277	693.5974275	5320.339206	300	1405.739311	4737.505043	12519.45812	16283.21504	300	300	300	4163.863749	1541.721154	1030585.886	1489471.039	57780.54761	16792.57721	1156.131626	417.968066	300	499.2043007	1357.433573	2333.273645	51646.04607	49144.71189	2115.596144	300	14097.76904	4356.52142	273103.4331	5111.775373	125797.8983	9434.167535	939.9723965	4905.392413	14785.88982	300	300	1298.728649	11378.84	33064.5274	4496.617334	10839.33644	158414.9391	4001.494874	71602.9893	19892.57125	1790.576745	300	2868.934165	1076.288724	51581.81943	33420.74026	334109.1989	90372.20141	300	37739.6787	8472.948303	18424.43011	9071.113697	43906.37654	69762.94931	4824.888589	2088.665528	57045.65727	300	322.2766847	300	300	646.0641377	1919.624688	471.8161043	300	2386.368602	29595.93082	300	300
PO4_0.160_filter_a	8	a	0.16	PO4	exp	filter	9504.800864	300	1205.707725	537.7812813	673.5839924	6589.952088	6503.501892	27043.573	15171.34806	29524.0504	103343.3716	87162.9618	13214.24509	247219.3116	10349.15543	49524.47001	23616.3976	4965.360705	506658.0892	4337921.81	9697.84393	7512.506994	1349.714041	4000.387549	13881.36038	3587.485377	4219.561767	1270.491537	940.6054336	1096.744816	1682.500172	7095.82901	300	1452.415689	15477.6769	33764.71863	13281.86009	3666.862552	1113.913488	300	7522.056961	334.0599776	625676.4648	619445.0521	39828.78621	24437.7238	300	300	583.1859352	6122.414907	433.8875474	4127.876599	50746.04899	47004.3457	1186.78325	300	7971.650695	2975.76561	172837.085	3475.907516	235963.8021	10978.22418	1859.758695	2062.250996	33933.98132	9205.392711	4462.036514	1711.368958	13235.34673	33152.93579	15377.94571	12528.56445	121743.5262	15641.10692	68263.58846	41611.69841	3281.386248	300	8372.838594	1468.768359	42239.72575	31474.30929	208612.3738	58944.24438	300	32565.74504	6794.768016	11825.57348	6979.475148	125068.3594	42425.11597	1730.605278	24651.51977	38697.70813	300	1390.560557	300	300	4921.179199	2274.316254	388.5934417	300	5773.049418	27158.99903	300	300
PO4_0.160_filter_c	8	c	0.16	PO4	exp	filter	8295.413916	300	576.333776	300	1728.64126	4856.886784	5421.318145	16253.26732	22388.84044	23041.96998	82986.53302	103315.839	7028.907007	296803.5288	15247.2308	51819.66045	28175.55162	3949.81598	525769.6382	4386762.533	11636.58173	6157.976018	829.0757504	3905.604384	25438.74909	8423.482163	2110.43258	829.0218171	1697.354323	3852.753679	1601.483517	6818.055177	300	1580.601103	13814.55305	26069.61099	20181.65929	5151.147902	2053.10803	300	6399.594613	625.1769233	942516.4248	1015046.899	53245.19036	13674.55058	499.0139628	300	336.2899584	6646.736275	870.4540481	3518.113847	54084.88978	42961.06266	3267.96856	300	9812.12376	3507.127581	301125.5733	4075.698167	166874.4711	16930.172	2074.838974	2891.061551	41466.30531	9385.69424	3122.557711	1355.356679	17594.17949	35381.43169	14822.30474	14415.97374	201717.5751	17673.41126	90320.87977	61622.62597	3854.214107	471.9274016	9665.66714	2045.512954	40508.69267	42068.64906	232144.8563	72571.62064	300	28795.93478	6591.683321	19647.53311	7645.366627	146432.5238	40741.97049	1689.529403	29310.10124	67738.58002	300	1401.67283	300	300	6407.698153	2105.776362	717.2434	300	4557.304314	14058.91264	300	300
PO4_0.160_pellet_b	8	b	0.16	PO4	exp	pellet	13413.3228	300	1210.608539	300	4309.169922	4160.307691	2463.908895	7902.428385	4725.014056	6707.305132	59678.71094	44671.53409	3730.844875	244480.3504	10605.91708	38856.07718	6049.16933	3920.598958	520038.9773	4117969.091	7859.63586	1518.460934	300	3542.822414	9618.273855	2267.241174	3646.442131	300	1180.57832	1042.292593	465.2768848	4564.880297	300	1099.3805	6347.713513	13805.24	21639.5348	1511.803459	328.5733591	300	9129.586	688.4241094	476728.8163	685640.1136	34059.92305	20134.50403	487.0670852	300	300	654.1672075	413.8614621	708.6973836	64375.11482	37244.24005	1801.97667	300	4074.097642	3717.49238	121462.3012	3268.057085	126432.6492	5326.044478	1915.110455	1910.36954	20980.49124	300	994.1955291	1578.309992	8815.421402	23566.47254	7668.727362	6695.714814	79802.13542	4024.541312	36137.85097	23191.31865	1347.040387	496.1741743	3643.073545	737.2591466	21694.22348	23381.75545	406195.7671	49598.4233	300	37636.06415	8905.545247	8715.043205	5652.811316	111819.4176	100596.6098	1958.021685	7737.069573	27383.1978	300	648.9516068	300	317.8056539	1953.972803	883.6781445	300	300	3176.384103	20494.34071	300	315.2020995
PO4_0.160_pellet_d	8	d	0.16	PO4	exp	pellet	12809.67458	300	1703.108465	300	6163.428178	2910.767083	1017.110467	8936.967034	11275.91856	4178.667066	68709.64607	57564.42708	3681.945726	305723.3144	14914.33653	50867.1295	4452.511319	3075.004957	503390.7103	4459788.409	14246.08339	600.709973	300	3001.614805	23514.03054	6886.163441	1177.504299	300	1636.379727	2068.517216	501.1543379	5481.844371	300	1521.499135	6429.368342	16180.21247	24191.04107	709.9764164	300	315.2037194	8352.515536	1091.19336	875595.2084	1033706.307	56806.31984	24591.91998	480.4624512	300	300	1385.953269	1483.966444	1496.02349	75448.15577	29170.30185	2699.41606	300	6290.741004	2817.46656	211015.7955	3426.183268	126372.474	6063.792466	2487.989983	3567.370457	26173.45822	300	568.4104873	2309.594985	7303.415453	23937.27746	7838.33215	8447.160571	126799.7609	2860.606652	49362.97704	21569.40459	1334.898145	300	3329.428267	1747.856815	32448.43395	27153.82813	438994.6023	52002.23958	300	36828.65057	8112.35248	16965.63714	7035.531635	88108.71449	92948.52864	2303.334887	4039.694455	49353.68371	300	453.1082277	300	300	663.8915514	1302.113851	511.0330859	300	3855.520215	24081.92809	300	411.1003087
PO4_0.223_filter_a	8	a	0.223	PO4	exp	filter	37428.94747	300	1740.656589	300	2701.438702	22749.24955	8375.393951	19308.44027	3782.729763	29908.89372	67811.46954	143370.0045	7448.723556	232965.0705	10313.67468	73466.94528	49367.13289	2547.29227	603005.41	4854970.699	12598.23729	16534.80308	1193.420569	5716.429439	6409.722047	2366.194399	2010.058156	564.0959667	440.627019	499.0486462	632.5336255	10002.99899	741.2428323	4063.522066	34243.43428	106793.834	67369.75386	5502.115185	3706.441725	300	55824.82499	893.6989513	771662.7465	893374.5519	59634.46881	20352.29474	300	300	300	11243.75928	466.7359584	447.8830301	201373.8071	63349.41056	6209.399852	300	3979.090799	4399.783599	284798.2023	4100.17046	415952.8226	13413.16819	5082.357646	927.2748104	52826.27828	47887.70931	6595.504575	6448.200623	27217.15249	27653.78514	23671.92681	13499.87644	168254.3459	17632.7614	106040.2162	83634.91543	5068.848444	300	8705.103152	3657.123743	47387.30399	134728.2258	274541.6723	76125.29262	300	27671.97651	9878.312262	15121.40072	9251.366487	228214.771	55024.84178	1731.748935	68470.3286	93512.82482	300	1240.39774	300	361.299494	6123.089473	1368.022557	469.931392	300	4774.593735	10265.72342	300	413.1818174
PO4_0.223_filter_c	8	c	0.223	PO4	exp	filter	35242.79168	300	1596.278449	359.2817217	2349.85678	19468.28253	6909.675066	17185.95984	8069.407098	33375.87588	48338.57952	155269.6553	8199.030062	238256.5649	10352.68347	70922.5972	43105.04179	3524.050501	628681.7829	4747050.969	14030.3499	14652.99517	1288.107938	3599.836483	8793.227652	2899.010521	2207.521377	368.164448	946.2368822	1236.875714	1926.724883	11491.54516	493.5953779	3371.755863	30455.90517	86026.14159	62460.50145	4034.219242	1571.606409	300	43508.17133	793.5875	728840.7098	961819.2345	38022.58434	9548.651928	503.5335434	515.3721953	505.055555	10966.48517	300	1758.445137	166928.9153	61803.04324	6655.101971	300	4815.158672	2938.446755	353391.4123	2819.393329	312804.4271	16203.51828	4363.106566	1978.089598	54157.41581	22182.49871	5332.092001	4214.139101	20362.69266	29810.83076	21996.70619	11269.37076	184178.6579	12928.70753	103067.0694	99295.17321	3653.622365	300	7185.224383	7874.412927	40067.54028	106678.6882	292555.3234	96738.03598	334.3301938	23610.32658	8587.787764	22568.62206	7843.051834	230936.4614	60900.8948	1038.008499	60260.78458	123263.8748	300	1681.566563	300	882.6934891	7889.53438	1525.057471	300	300	5921.344199	12420.36751	300	300
