	Month	Which	Gr	Nutr	Exp/Ref	Method	Ribose-P	OMP	"1,3-diphopshateglycerate"	3-hydroxy-3-methylglutaryl-CoA	3-phosphoglycerate	6-phospho-D-gluconate	acetyl-CoA	aconitate	adenosine	ADP	a-ketoglutarate	alanine	AMP	arginine	asparagine	aspartate	ATP	choline	citrate	citrate/isocitrate	citrulline	CTP	cyclic-AMP	cystathionine	cytidine	cytosine	dATP	dCTP	deoxyadenosine	deoxyguanosine	D-erythrose-4-phosphate	D-gluconate	D-glucono-delta-lactone-6-phosphate	D-glyceraldehdye-3-phosphate	dihydroorotate	dihydroxy-acetone-phosphate	D-sedoheptulose-7-phosphate	dTTP	FAD	FMN	"fructose-1,6-bisphosphate"	fumarate	glutamate	glutamine	glutathione	glutathione disulfide	glycerate	glycine	GMP	GTP	guanine	guanosine	hexose-phosphate	histidine	histidinol	hypoxanthine	inosine	isocitrate	leucine/isoleucine	lysine	malate	methionine	N-acetyl-glucosamine-1-phosphate	N-acetyl-glutamine	NAD+	NADH	NADP+	N-carbamoyl-L-aspartate	nicotinate	ornithine	orotate	pantothenate	phenylalanine	phenylpyruvate	proline	pyridoxine	pyruvate	quinolinate	riboflavin	S-adenosyl-L-methionine	serine	succinate	thiamine	threonine	"trans, trans-farnesyl diphosphate"	trehalose/sucrose	trehalose-6-phosphate	tryptophan	tyrosine	UDP-D-glucose	UDP-N-acetyl-glucosamine	uridine	UTP	valine	xanthine	Arginino-succinate	Carbamyl phosphate	CDP	dGDP	Dimethylglycine	Homoserine	Hydroxyphenylpyruvate	Lactate	N-acetyl-glutamate	Prephenic acid	PRPP
GLU_0.161_filter_a	10	a	0.161	GLU	exp	filter	22543.60088	300	4090.208442	912.6014133	16089.90885	28748.74219	7701.132053	15009.3329	300	23155.96701	119942.3611	26915.51997	4092.092177	4762.46658	2225.857151	10459.66319	311044.2569	303.7143085	76861.45313	649038.3333	24844.16537	41555.78299	300	879.5081753	300	300	7689.008247	1693.200195	300	300	1538.696696	583.0091551	1577.327237	898.2353513	5799.965169	16953.69835	200452.6667	18849.58507	2036.856201	1137.295613	23638.18099	300	890426.4167	348039.0833	24423.08811	2494.320313	300	300	300	61831.28646	300	300	68196.74653	1929.161784	726.4986873	300	300	2031.867513	38388.9158	300	374931.5903	1571.580187	1250.309625	300	89811.10767	3320.129937	4821.717448	1334.943685	12070.26736	5687.262478	13379.64801	5786.157986	18814.73221	13474.26715	170772.8889	8765.44618	2844.577583	300	2154.859104	300	4076.014757	3869.338541	25077.30816	17451.47092	2959.140462	17181.34158	1681.37226	3873.005046	1187.386068	1093456.167	71623.1962	300	258701.6875	14492.24653	300	300	300	300	2731.525208	614.970927	300	300	4909.139218	31561.79705	300	4944.455203
GLU_0.161_filter_c	10	c	0.161	GLU	exp	filter	21474.58504	300	5224.846651	1984.22464	16299.90035	29309.77581	6834.187109	10998.57745	300	16321.13914	92950.48361	21770.47548	3765.544616	5201.519208	4189.158606	10365.35041	260992.6446	300	59234.52735	495528.6565	1672.073967	38659.07915	300	723.4409395	300	300	14727.41505	1982.855377	300	300	1127.458402	807.1823639	1725.449639	612.184195	3860.085001	13365.83714	165839.0341	14450.86761	378.6289794	624.9421835	23847.26739	539.343068	762913.9034	228578.9682	36777.43233	1100.930145	300	300	300	59643.36558	300	300	88898.39143	2835.361693	935.3212041	300	300	2331.838622	25828.61439	300	284190.4478	547.0052825	670.7827059	300	92739.67721	692.4351463	3271.385612	390.9881975	9204.597374	4736.859034	11349.69596	5051.096584	9196.60617	11825.32729	74679.32435	4805.230699	3098.295389	351.3953177	395.7019607	300	6858.654313	2071.210291	24473.61864	18081.37533	3056.022025	17795.7173	1721.033352	2158.06262	1042.76512	992289.2435	55646.83559	300	260838.1094	8317.078551	300	471.0164556	300	300	2705.076882	1459.525553	300	300	4947.217136	60577.25152	300	8712.955278
GLU_0.161_pellet_b	10	b	0.161	GLU	exp	pellet	31391.2299	300	2558.238238	873.2205203	50698.06918	16981.21745	6351.635002	5638.400987	300	17441.97853	109792.9141	10772.35236	2917.218971	4430.019736	3044.756497	7441.593371	81107.64133	300	50283.34699	515443.75	27693.91754	9292.669182	300	440.1494522	300	300	3935.180835	300	300	300	300	806.8231175	3581.871307	491.6098942	1470.70156	5673.354071	265030.609	4650.794225	300	300	8669.004273	1195.247673	538049.9855	300871.0664	14136.18266	1147.987348	526.0130627	300	300	10733.47378	300	300	207370.6112	3311.601232	388.3418692	300	300	6978.086529	30972.87205	300	237989.5687	511.3115466	1008.186849	300	36268.65257	454.7540434	363.9864897	566.5682848	5869.330588	2292.20241	5594.179779	3609.131087	16491.08665	1501.134827	72321.9114	1746.887634	804.937858	436.8414016	300	300	4758.209613	1521.476358	63829.8951	15714.90908	300	24053.26431	2375.663846	3684.100982	1259.580471	962023.8783	159962.6166	300	64507.48834	11409.87216	300	314.4475221	300	300	300	384.3593012	300	300	3381.280848	23102.87958	300	357.987596
GLU_0.161_pellet_d	10	d	0.161	GLU	exp	pellet	25631.02584	300	4399.164231	300	37472.28292	18363.58446	4660.118917	10290.60634	300	18220.03683	46917.02178	4037.951234	4782.419485	7496.27165	4799.148638	11225.44822	82811.38734	312.7599413	50129.82044	459565.5449	22153.2197	9885.353839	300	1169.218078	300	300	9827.031545	421.4689578	300	300	300	1109.023628	3169.234241	300	614.7961631	5473.243781	234052.7754	6287.02367	300	300	14505.78016	643.8785154	582672.4796	260293.1818	19818.61661	888.547386	482.1603023	300	300	15387.1977	300	300	157707.645	5146.927015	300	300	300	4497.61482	13099.97815	315.309561	113503.7442	300.0770986	1122.994889	300	78182.84713	300	1614.509152	300	2155.600893	6743.663726	4353.105309	3051.171477	6381.641763	1153.705815	15626.55339	2617.378402	535.618161	300	300	300	6001.082072	591.3779131	95818.88112	8740.529846	300	21889.16813	2083.08262	1819.779659	465.0715152	749147.1881	121946.1885	300	87143.32566	4616.854353	300	750.8383273	300	300	300	2696.242235	300	300	6000.686849	62771.60482	511.3563414	300
GLU_0.311_filter_a	10	a	0.311	GLU	exp	filter	48161.15025	300	9972.115275	300	8397.096965	9718.416138	11122.63977	5812.198995	300	21044.01367	56492.4463	27763.6727	575.4843243	40175.68523	8120.040283	21870.81421	325876.8425	300	14051.11389	139662.9427	344474.1275	53014.54508	300	300	300	300	24692.83407	1130.460053	300	300	300	1403.41873	7771.81183	1850.233103	12990.68441	35178.4261	86474.45475	13574.35832	528.5740483	300	155787.1615	821.3599418	430361.4845	519870.1303	10867.56287	457.9584358	300	300	300	80969.33268	300	300	122010.9636	17409.01306	2483.272142	300	300	766.4723075	55214.05273	1475.75047	43438.7801	2926.407115	3067.825675	300	53368.24383	7121.705525	2941.591505	2215.643643	21726.55762	67016.71388	22644.71029	13522.36145	18802.24243	15506.92953	80460.0358	24616.01725	5794.11682	300	4615.64565	620.4914458	15829.88851	8027.568055	39914.90968	55823.90138	5484.13798	2445.411576	746.2270758	3707.884358	1872.142926	507760.1433	71314.09668	300	289272.3373	14696.74886	300	413.2484968	370.9305383	300	3499.11841	1813.321198	300	300	21483.9148	103125.5013	300	6043.74555
GLU_0.311_filter_c	10	c	0.311	GLU	exp	filter	37719.59692	300	16032.37264	997.2381318	7040.415548	10880.80933	7965.703923	7755.894775	300	16965.67709	54703.76302	20663.45541	2277.107595	33237.13868	2732.081095	32730.0114	312313.2618	300	21190.45614	185609.3848	212962.1745	51715.73243	401.0316725	764.0966725	300	300	30847.9769	1133.6789	300	300	300	1119.291498	9481.656088	780.4675493	15586.93644	45686.10595	79914.528	16848.31177	571.3909025	300	149825.3483	1044.484412	496060.3385	381325.8595	10516.43229	300	300	300	545.6717143	75271.04005	300	300	101829.9219	11569.55851	1516.076676	300	300	456.9831333	37426.82293	301.2096733	81048.278	864.1882133	2966.451975	300	56771.2142	3499.396985	5038.515065	3554.358825	29242.92643	54173.05175	21619.48446	13694.51253	13941.13587	15279.22933	43102.29818	23004.43685	7642.835695	392.5176518	1442.538719	1204.244931	7245.542805	10371.65182	32165.75603	43487.69368	4816.102015	1911.115112	1455.435269	2500.60323	641.1185325	434605.332	53833.71215	300	332290.7293	16697.55534	300	629.7121093	723.0046918	300	3672.791698	300	300	300	19583.02735	62309.56868	300	10172.54161
GLU_0.311_pellet_b	10	b	0.311	GLU	exp	pellet	35582.11961	300	16777.69507	892.2911951	7633.44389	8905.985812	1282.622407	3489.836754	300	14081.14242	17507.32144	2656.277366	1918.013916	32681.67634	1769.020292	15341.53209	43368.78651	300	15853.63948	124120.1998	169390.2884	3844.153724	300	300	300	300	45113.7219	300	300	300	300	751.4420537	13278.25759	1503.757756	3310.740649	15683.88037	69652.81059	5253.333215	300	543.225308	157564.2785	300	252043.5849	178171.0175	9246.611307	733.4862237	300	300	300	27610.85651	300	300	210493.9787	14277.65895	830.6127407	300	300	571.9466544	12226.42971	322.002869	23603.48069	300	2222.759167	300	30889.54444	300	300	857.4860341	6719.74661	31667.74802	12764.79175	5653.766117	3287.05901	1729.851299	6571.940502	4953.593234	639.2525529	300	300	300	3353.591646	967.5600139	88460.14673	12689.55713	300	2917.307437	1094.046591	1561.777202	300	376787.1124	105390.5075	300	60521.80276	2636.592537	300	300	300	300	300	300	300	569.3167349	15435.62349	42613.18915	300	409.378739
GLU_0.311_pellet_d	10	d	0.311	GLU	exp	pellet	58025.64623	300	10488.0252	300	8931.537412	6471.151312	884.9808227	3306.009878	300	7515.581729	41450.95829	9705.6722	300	26417.58368	4227.488151	22708.97405	16563.52976	582.7142098	11571.17305	106103.6045	221077.2485	1519.091573	300	300	300	300	22798.52404	300	300	300	300	1138.108576	6883.659137	1537.313992	6696.972856	15809.37818	80661.64571	1321.60848	300	300	145307.3202	893.8342885	363192.1112	341835.8995	7813.282441	300	300	300	300	12625.04168	300	300	235808.9145	12752.1527	591.4435317	300	300	854.5495446	32052.73834	300	60244.43439	801.941691	2795.511385	300	17953.57795	300	300	905.5024829	10924.73899	24523.94246	11055.14918	6323.63579	13951.34158	1832.324228	34566.20141	8244.664039	2583.640073	300	300	300	7325.892205	6513.267256	84417.16685	31653.74507	300	1932.710924	2089.143998	911.9087846	1238.357353	230964.6214	58658.95261	300	19728.96897	12610.16618	300	300	300	300	300	785.7948895	300	300	19690.60634	28618.62932	300	300
NH4_0.105_filter_a	10	a	0.105	NH4	exp	filter	12880.43548	300	3803.493598	300	25974.19705	3458.070706	5191.211691	43848.52511	636.391091	30466.77758	332151.2217	11137.34608	4710.167101	4158.24296	300	15407.84385	177531.0796	1004.790353	592430.6714	5475511.42	444.7444922	27887.11138	300	318.2661457	444.4318658	300	12599.24347	1747.066809	300	300	910.7395247	2840.775077	5288.684032	1181.139735	6923.060941	28145.23615	31711.42619	9804.779731	300	300	161193.9943	2923.37448	207762.5515	48301.8631	11458.93092	732.9926823	300	300	300	37570.25543	300	300	106426.6139	1469.555123	1056.310561	300	300	4924.191021	31797.03656	300	297154.0767	582.8261765	1264.287552	300	25948.36275	4957.437949	1186.757135	985.309491	20166.99621	1994.270683	6605.769656	6700.315675	23473.31332	81429.24383	32060.89651	42756.85121	6597.423965	380.3789263	2927.057877	701.3886596	1051.279939	5405.111732	49184.61452	14324.26938	11874.99849	59194.98136	7523.238369	2254.764811	1824.78816	310197.0294	210680.1698	300	114484.4216	11747.8815	300	300	300	300	1851.659641	1076.669676	300	333.1363115	11330.60418	2245.521426	300	10386.49531
NH4_0.105_filter_c	10	c	0.105	NH4	exp	filter	14752.20885	300	4246.42889	300	23976.60228	2942.473586	5881.262659	51434.59281	422.2225033	32551.75017	309611.1368	11013.54528	10237.48573	4179.771694	300	14897.11854	137412.9662	1683.110719	622585.8411	5436909.568	518.5378219	30257.81652	304.6528157	300	316.5316325	300	14812.05331	613.8015441	300	300	478.8492148	1627.963369	3173.658181	1104.879635	7551.201011	32884.65712	29335.06985	7352.673791	674.2541058	300	165567.9269	3239.265599	202457.4589	34420.19757	6568.791594	755.9118638	300	300	300	28017.07177	576.9447404	300	127675.7427	2031.170227	1255.035873	300	300	5133.781326	37549.30315	300	295763.2331	926.7239238	1615.668252	300	33394.18885	12494.11249	1752.923836	918.1196379	19425.46578	2816.57102	6281.0789	6042.388137	24788.186	75511.0854	31250.09644	39870.376	6552.848307	795.3352312	1981.193505	300	1384.319356	8279.692121	41671.41284	13655.69179	12073.31427	56898.62799	6950.433827	3694.272441	675.6888621	298872.9617	186631.1568	300	93800.84877	12215.33404	300	300	300	300	1065.766348	1298.007146	300	336.3243189	11950.7495	3350.600706	300	6047.140842
NH4_0.105_pellet_b	10	b	0.105	NH4	exp	pellet	17262.27112	300	1923.8667	300	49310.18056	3511.702583	1208.901436	29936.78559	300	17734.70964	129472.7014	5754.896159	1916.073161	2607.108291	300	12506.81402	32830.45487	1484.990532	614798.5695	5989393.889	300	6048.236871	300	300	300	300	11057.54536	300	306.8142391	300	300	1099.238444	7398.812717	1039.10951	4269.506456	18419.37717	42384.81857	2017.004395	300	300	164814.1909	1563.373956	159445.2917	39717.45487	7778.969727	300	300	300	300	8840.101128	300	300	204101.8056	1086.320252	434.4159276	300	300	3348.469197	14460.67621	300	180517.1493	300	2165.333713	300	17523.35895	300	378.9871236	1185.831943	3610.833984	1300.15762	7141.893772	2607.284396	10569.16732	4946.329264	8902.522353	6806.566732	2123.313287	1330.072692	475.562832	300	1014.557484	1670.006313	87650.15625	10987.98437	300	50534.51476	11517.73025	1880.025771	1295.698608	262134.6528	140429.5972	300	29873.46051	4893.454427	300	300	300	300	300	736.1700756	300	300	8268.613932	3055.588148	300	1639.916361
NH4_0.105_pellet_d	10	d	0.105	NH4	exp	pellet	20891.81484	300	6357.058919	300	47776.29688	2698.421455	2064.477193	25821.7296	923.8391653	9176.783637	223258.6424	6898.930121	1524.520453	2918.062175	300	13915.98459	17103.04319	1753.546929	638880.5972	5551040.223	492.5123164	1891.900445	300	300	519.3757311	300	26361.37717	300	300	300	646.0599604	2002.142796	6100.388564	1903.352919	8069.658203	16163.13976	38361.63889	2447.770508	300	300	97864.52084	3105.800239	210213.6667	53134.59375	8500.368056	420.9855889	300	300	300	14117.51519	300	300	204858.5069	1327.006538	300	300	300	4730.467556	20948.48264	300	297765.1389	300	1408.726128	300	18583.39627	300	300	1257.223443	3665.676432	1541.121175	8883.570529	3132.293891	13802.46788	5006.740452	12376.74436	12528.63129	2663.648844	978.8642849	300	300	1489.685261	4927.840657	116200.1528	13727.09505	300	40563.72656	8721.727213	3329.442681	1056.610338	254867.7013	141066.0868	300	24173.80469	8734.922527	300	300	300	300	300	868.1615129	300	578.4241129	14661.82335	2636.655544	300	300
R2_PO4_0.053_filter_a	10	a	0.053	R2	ref	filter	1313.46169	300	1536.28396	456.9396287	300	300	4427.707584	42793.96799	44581.40069	19573.04688	88866.40916	32924.24289	7832.925702	68296.85157	4211.177023	23010.99712	55482.52575	22494.3096	413401.1821	3952604.869	5223.376876	6706.82259	300	2939.885446	29764.49189	5444.59608	4877.199643	300	365.5814916	2440.868043	632.0699399	1548.750585	1266.813185	300	3116.652357	7339.2825	1860.882363	2402.789147	517.6214496	300	2626.379806	300	372607.0459	936668.7966	28876.34231	4086.084716	1061.462013	300	300	12893.89667	455.9660608	7794.117219	7051.505624	8916.900567	1748.106402	300	131435.2587	4137.228794	122401.0299	2394.545194	158068.0916	5515.73244	311.7225847	1191.994337	26127.71097	3899.020054	302.4890135	432.5408077	8641.067197	11431.68488	4917.811476	8531.824601	84987.42978	26428.33787	52953.5522	11481.24561	3418.610465	1902.137099	4588.421242	755.4793253	10088.78197	3926.898811	24992.38281	23040.63231	1071.307625	10342.17196	3480.332324	10931.95353	8224.549758	49858.55132	13130.60957	1200.520388	22644.12783	23828.2969	1144.021229	445.5198596	300	300	442.7317236	6116.925618	300	300	6952.604169	17548.11125	300	300
R2_PO4_0.053_filter_c	10	c	0.053	R2	ref	filter	1387.271151	300	1374.665681	698.9405508	300	300	3120.764006	48200.97832	50212.59713	18137.91209	107622.7759	32306.15146	6378.060249	59262.01438	3750.608284	22150.31672	59244.97465	27111.33728	457266.7793	4089320.811	5242.157939	7633.398259	300	3716.251979	34413.19186	6256.449886	4430.340654	300	686.8325946	2019.302682	599.9017995	1768.88232	1610.669409	300	2768.988642	6389.76967	2311.276878	2696.245997	604.7401497	300	1310.180373	300	337472.7139	1030989.482	32960.85445	7295.754503	1065.566846	300	300	12658.76549	1113.981032	7667.310141	9215.641362	18297.3807	3227.887282	369.3670432	148793.1306	4029.529138	146868.9555	2028.817964	213042.4043	5714.450043	300	1430.99737	18748.12289	3801.255718	945.2705011	604.2213016	11018.28794	12587.93672	6120.748173	9621.541735	97210.76578	26238.56067	51384.61712	14663.85382	3136.815351	1959.684597	7875.65773	1057.135362	7602.492432	4262.879628	26017.66048	33882.11782	300	10954.46016	3239.541456	13083.39035	9420.517492	61120.17876	14961.70714	716.1075514	26931.21833	29695.73409	840.2675978	300	300	300	591.4875368	8217.463227	300	300	7319.831611	15422.91526	491.4198099	300
R2_PO4_0.053_pellet_b	10	b	0.053	R2	ref	pellet	2710.475018	300	2114.899523	300	434.8503605	306.8726858	1525.606364	30797.64019	9690.538413	4096.29503	92498.3594	29402.40191	643.4478405	60640.875	7621.41146	19884.18012	5652.493923	29019.04167	492355.0139	4322392.667	5076.107313	316.0147971	300	2316.386013	27586.32379	5185.070204	10152.18728	300	308.3524733	1380.176622	300	1414.683092	922.8184727	300	2179.965821	4023.229818	4696.793511	300	300	300	1643.972683	728.1653647	322498.6389	1161919.972	25416.40365	1143.977914	1716.324246	300	300	6914.04818	678.677616	2890.769531	16551.18273	15630.03646	1774.717393	479.813452	157415.8681	5423.273655	110731.8889	1267.813856	178003.4618	4442.472222	300	1110.811829	10246.06098	300	300	304.2277862	7392.29926	6954.753473	4043.208116	8130.503473	87484.71353	5214.427083	38524.34896	8332.02322	2231.362793	3468.371907	1711.955824	823.1661907	10832.96767	3694.073893	43456.21441	36791.96875	300	11260.8954	4093.19911	11526.98459	7910.12478	43751.85243	23961.63715	1621.977025	2695.566243	26963.80382	718.2567953	606.7232393	300	300	300	6930.97526	301.1099411	300	6959.61328	19600.80121	512.2539925	300
R2_PO4_0.053_pellet_d	10	d	0.053	R2	ref	pellet	2190.525789	300	1359.132837	300	574.6490079	300	1264.988348	31948.40458	10499.16462	3441.520776	82076.27865	22950.52742	1130.286833	54264.12687	5941.96768	14172.40534	6623.622938	23909.6698	452814.3375	4108151.872	5354.499046	300	300	1903.97931	29339.59138	4026.52053	4235.198952	300	773.0819157	1818.738273	597.3252427	1378.904742	685.9695551	300	1388.198841	4179.83371	4805.83871	605.1595337	300	300	764.5440146	816.6201017	255111.7626	979338.4365	20895.1267	2164.411749	1279.917079	300	300	3345.978721	721.8586225	5479.679637	14585.19648	17832.70534	1635.793256	394.6858438	139188.7143	3971.364957	108323.9203	1402.405654	168954.4593	4203.02524	300	1111.157147	9799.694781	300	300	302.3357934	7096.199455	8337.388629	4067.945707	9402.408854	86687.51169	5752.97641	36001.83096	6498.826112	1989.726115	2195.496611	1439.992063	300	8212.422826	4781.29389	48718.37547	34815.9454	300	10825.64483	3615.868684	10522.52439	7354.948101	44282.23973	20101.71575	1664.14156	2731.094829	24343.58248	467.6737354	300	300	300	300	7011.326843	300	311.2790253	5771.832208	16777.8569	324.9643404	300
R2_PO4_0.054_filter_a	10	a	0.054	R2	ref	filter	920.7107641	300	1214.637193	1038.54616	300	337.4573063	3581.989947	50418.01635	68944.74409	24464.43142	99218.38038	30785.20735	11899.26425	76334.4128	3233.27698	22204.04976	58202.06656	21886.72995	465765.6922	3852624.462	2327.89626	6405.467263	300	2719.79823	34788.83569	6774.988973	2278.993296	300	312.7513215	1913.858043	841.6319269	1780.441623	1057.511876	354.6983163	2933.869655	5204.342816	2061.74942	1897.94609	484.7310219	300	1272.26604	300	362965.4234	764815.6812	48056.76103	5003.371766	1255.430291	300	300	11593.10981	886.9805011	6899.928946	7370.235145	7137.191629	1951.035432	300	152477.6546	3873.647426	131860.4867	2146.804952	180972.8103	3738.857606	300	1159.827688	24097.58275	1638.855746	330.5781579	566.5506323	11047.26597	9404.118188	8365.256952	10196.73429	76011.35473	20366.56901	34706.95495	11774.9552	2611.075322	1506.04038	3208.528733	338.1760005	5127.384265	4565.986485	23975.84075	21056.05259	300	8424.768634	2473.69691	9375.091532	7775.256043	56179.33048	16074.17605	1857.58096	23339.62463	25685.34316	1197.136467	678.8734548	300	300	300	5378.97564	300	300	5718.574812	29666.91518	442.1890738	300
R2_PO4_0.054_filter_c	10	c	0.054	R2	ref	filter	965.4845531	300	2414.434215	1194.864866	300	300	4483.548177	44895.47149	61851.96547	22633.03694	98257.20395	22073.01261	7224.494926	58947.48905	3935.009252	16528.96724	58583.84732	21107.86869	445916.2391	4052623.07	3337.458967	5829.447216	300	2200.280697	32140.67023	5586.777084	6916.6581	300	415.442883	1643.627244	998.5159247	1489.284925	1022.457736	300	4927.587034	6470.926879	2002.559836	3012.035148	743.6021237	315.3875919	2210.230777	300	253468.4923	822327.3247	22896.69202	5439.109958	857.7370416	300	359.2984384	14008.90008	878.3661068	5830.629968	6940.607353	15099.77385	1933.454054	404.5145119	165210.8443	2591.500523	118463.4896	1707.107234	198245.784	3819.791367	300	804.3234521	11837.15597	3519.045111	300	565.5604189	10891.93051	7117.646484	7395.136547	9337.447916	76778.31553	23425.40365	25733.30729	10684.68202	3026.733741	1995.277293	3713.622876	764.846	7964.352558	3713.594349	21543.62391	24035.1213	300	9606.765353	3197.429028	9425.001884	6555.889184	48026.48575	11925.78502	1462.187543	34996.84485	26819.31469	1673.932634	300	300	300	487.749077	5607.517647	300	300	6662.832716	21153.57114	527.5340068	300
R2_PO4_0.054_pellet_b	10	b	0.054	R2	ref	pellet	2436.413952	300	1625.9775	300	484.1196522	300	1041.132897	28409.64087	12642.34429	2670.406769	82486.58649	31252.54827	1795.078926	72372.00042	12937.99902	15102.69279	5094.232828	21670.46725	416864.9106	3658763.089	300	300	300	3149.587049	34831.48179	5091.317627	4120.56431	300	300	1530.862081	667.6584827	1719.866784	602.036311	307.0268808	2464.52837	3098.353478	5778.865178	346.3727822	300	300	1160.747066	449.5473119	315281.6208	919098.9963	37508.63329	1913.880247	1520.345755	300	300	3267.73296	708.2676649	3767.722308	15327.40749	1624.02625	1577.898541	548.7174681	120747.235	3569.332359	117721.7441	1225.829439	156469.5053	4566.79483	300	1126.909005	9417.417581	300	300	441.1677441	8485.403204	3518.296401	5591.147707	8407.885785	77325.2645	5227.952014	30745.21502	5289.047246	1722.483647	3569.832059	385.3445921	300	20585.15966	4966.407102	51326.87609	35151.60613	300	10096.10943	4718.894695	10559.46021	9559.040618	40148.64202	24204.91213	2130.384472	2327.210687	23885.25783	598.4773136	300	300	300	300	4856.76146	300	300	5631.808157	17394.42354	364.3015063	300
R2_PO4_0.054_pellet_d	10	d	0.054	R2	ref	pellet	1948.469263	300	1545.930009	300	568.9713455	336.793574	2313.886787	36042.39202	23862.18232	8368.982639	104596.4578	28144.06154	1603.079495	92899.3033	9867.684131	24575.12339	16902.91503	27348.18526	438193.5209	4383841.449	6180.726613	1908.067591	300	3612.53579	41660.73298	6877.183037	5127.692875	300	660.3598497	1674.17365	623.5021461	1282.786541	997.7650482	342.9161592	2736.482726	3055.689627	6228.420356	1319.5971	300	300	1846.108194	590.323723	418660.024	1286861.715	32137.42706	3487.103665	2377.294155	300	300	3488.143372	1049.541182	7245.589791	21696.67049	50556.92354	2213.721513	467.7591108	162264.4197	4989.720359	165025.2727	3700.84448	224569.6771	5884.071634	300	1539.428796	18690.8302	300	300	439.1924103	8598.302859	7715.466157	6500.856068	10282.42562	108043.2319	5548.502094	45041.34081	9206.534105	2045.933845	4893.985704	2185.216071	1940.324511	15993.51958	4802.214649	54222.36723	39310.97023	300	9632.871471	5911.168094	16791.42261	9792.766963	58409.70225	28944.28856	2377.968993	8866.198838	35288.87707	772.1035408	300	300	300	300	6871.703377	300	300	7071.969586	16076.59216	614.6396497	300
GLU_0.238_filter_a	12	a	0.238	GLU	exp	filter	61061.20458	300	15618.04936	3368.322781	7667.723463	41585.91041	6583.391392	14744.19066	971.1297973	29209.88448	226666.8904	46710.04614	5594.247676	71239.11846	8119.807396	45324.33236	399177.1183	525.7230723	140896.5604	1266966.219	13755.11068	43779.17279	300	4309.815764	300	300	5721.27377	1466.887895	444.6102242	300	523.4931622	2263.164915	2622.084513	1737.759898	10920.1043	15210.50318	464636.9966	23905.11134	8960.777141	655.996127	21517.94297	794.1886732	1783945.721	491233.3054	67399.50537	6350.505868	300	397.535477	300	69429.06356	300	300	91102.67933	19817.4217	1615.41987	300	300	5863.876472	132556.4982	2601.494938	676570.0785	7834.329342	2863.750961	300	202405.806	1576.795062	11056.13509	1842.620426	13081.90738	48925.68163	35783.20662	8626.552886	66785.87633	39132.5014	469879.1666	22515.96276	4865.336619	2209.135119	11297.3978	610.2757517	17741.36605	5107.362451	64752.97819	88568.40745	1512.996419	7455.320624	813.273153	14874.21263	6229.994232	1303444.911	80376.30208	300	271080.1664	40688.69285	300	2614.518721	300	460.3638273	3234.07048	3794.614924	1067.918911	300	1936.02609	32778.99451	905.9159181	4749.465266
GLU_0.238_filter_c	12	c	0.238	GLU	exp	filter	51246.66559	300	16689.52263	3502.912751	12386.40225	64103.45228	5417.173533	12878.52068	300	22337.12741	203863.7774	46921.4615	1736.735905	54194.31306	6435.579427	27135.07531	380778.8077	1407.880161	158287.2466	1497480.968	18641.94116	49098.07591	300	2195.73499	300	300	6754.913055	1823.811986	300	300	604.0281093	1639.946795	3675.834147	1206.57849	8376.247534	13458.68965	512412.1762	25965.12616	4055.827703	805.6967041	19210.44482	1346.722618	1065729.899	444799.5636	39965.41913	3302.544781	300	300	300	68452.00236	300	300	98482.34095	12659.73616	3147.130193	300	300	6844.883385	126743.2995	1940.163057	779721.3122	6969.777372	2965.641716	666.1563813	95370.78405	496.2310326	2277.531364	300	15784.25051	29578.79012	42127.90857	8827.368162	71024.06919	33806.10924	495348.4938	20196.46546	4559.976224	2193.086256	11302.1183	795.7481176	14124.14397	6308.75926	67642.22446	70004.30743	584.3645113	6995.17723	848.0153264	14305.37109	7489.10627	1535067.511	86709.57162	300	310562.2255	41312.99972	300	1307.737993	300	300	3055.152577	3726.446863	881.8511345	300	2085.797779	12998.08757	1159.657638	3582.577818
GLU_0.238_pellet_b	12	b	0.238	GLU	exp	pellet	69732.70863	300	26446.37877	300	96825.70181	12894.34747	300	9538.637787	942.2358315	6021.322255	284552.7395	41525.19993	1917.305309	49968.69464	14695.65238	48399.95796	15059.53955	316.6547848	61513.56422	697392.4049	32301.59224	1396.952087	300	2373.730917	300	300	10758.49199	300	300	300	827.5816031	1849.769316	2801.623614	568.6334724	4638.765302	9256.252567	479633.3251	1216.785517	300	300	8118.370394	5164.414261	1702123.655	830148.5402	47450.16097	2314.74462	699.9552409	300	300	7653.79911	300	300	173215.7768	17931.06648	1135.776046	300	300	19053.72017	128871.8094	1695.508598	539235.876	9368.432937	2689.979917	509.9910305	30688.82054	300	300	317.5515777	10313.53167	23019.50203	10313.28023	6044.78103	76363.17052	4406.596667	487439.2553	10464.25781	1830.336459	1793.16874	2972.952423	300	23915.28923	3727.44147	153609.4776	94291.85945	300	5590.70715	925.0038063	13079.91511	7170.39529	343848.9829	50863.28023	300	17594.11756	47813.56524	300	1486.657635	300	300	300	4470.984816	1127.675022	300	1163.386868	15856.38585	1592.245546	300
